Time (s),Red,Green,Blue
0.4380974769592285,147.38888888888889,40.147777777777776,13.684444444444445
0.6290242671966553,146.11888888888888,38.50666666666667,13.972222222222221
0.6779201030731201,146.38444444444445,40.32111111111111,14.257777777777777
0.7218444347381592,146.49,39.885555555555555,14.465555555555556
0.7649812698364258,145.79777777777778,39.86222222222222,14.475555555555555
0.8079407215118408,145.52,40.553333333333335,17.82777777777778
0.8504185676574707,145.21,41.20333333333333,19.358888888888888
0.8929967880249023,145.0088888888889,40.02,14.597777777777777
0.9359431266784668,145.89111111111112,40.483333333333334,14.073333333333334
0.9811882972717285,144.73777777777778,41.29333333333334,18.486666666666668
1.0256025791168213,144.20333333333335,41.49,14.70111111111111
1.0684583187103271,145.09333333333333,41.12555555555556,19.013333333333332
1.1111741065979004,145.05777777777777,40.757777777777775,18.092222222222222
1.1543643474578857,145.80666666666667,40.52444444444444,14.504444444444445
1.1986744403839111,144.87777777777777,39.775555555555556,17.415555555555557
1.2418270111083984,144.93666666666667,38.82111111111111,13.216666666666667
1.2856314182281494,144.4688888888889,38.78,12.698888888888888
1.3300280570983887,144.55333333333334,39.11555555555555,16.997777777777777
1.3727009296417236,145.2111111111111,37.971111111111114,12.704444444444444
1.414937973022461,144.65333333333334,37.31111111111111,12.287777777777778
1.472520112991333,145.4611111111111,37.57,12.362222222222222
1.516366720199585,145.12444444444444,37.17,11.84
1.5590660572052002,145.61555555555555,37.34777777777778,12.086666666666666
1.6020143032073975,145.54555555555555,37.91222222222222,12.302222222222222
1.6451869010925293,145.78333333333333,38.07555555555555,12.442222222222222
1.6882603168487549,145.85777777777778,38.44111111111111,12.78111111111111
1.7313430309295654,145.12444444444444,38.46222222222222,12.623333333333333
1.7744197845458984,145.5088888888889,38.49444444444445,12.763333333333334
1.8174033164978027,144.87222222222223,38.80555555555556,13.07
1.8599269390106201,145.93777777777777,38.754444444444445,12.87
1.9025189876556396,145.28222222222223,39.004444444444445,13.503333333333334
1.945007562637329,145.96333333333334,39.02333333333333,12.723333333333333
1.988264799118042,145.68777777777777,39.69111111111111,13.563333333333333
2.0317203998565674,145.11555555555555,39.39666666666667,12.985555555555555
2.0767483711242676,145.83666666666667,38.68333333333333,12.876666666666667
2.119047164916992,144.91222222222223,39.20111111111111,13.078888888888889
2.1608266830444336,145.83555555555554,39.431111111111115,13.166666666666666
2.203453779220581,145.22,39.394444444444446,13.061111111111112
2.245164632797241,145.9177777777778,39.00888888888889,13.077777777777778
2.2866148948669434,145.72666666666666,39.46333333333333,13.187777777777777
2.327888250350952,144.78222222222223,38.69555555555556,13.257777777777777
2.3701345920562744,145.66666666666666,39.15222222222222,13.03888888888889
2.4127485752105713,144.85111111111112,39.12555555555556,13.25
2.4544172286987305,145.46444444444444,39.31777777777778,13.196666666666667
2.4962081909179688,145.62333333333333,38.67,12.776666666666667
2.538247585296631,145.40444444444444,38.49111111111111,13.146666666666667
2.5799243450164795,145.58333333333334,39.205555555555556,12.768888888888888
2.622187852859497,144.51444444444445,38.53,12.723333333333333
2.665466547012329,145.06555555555556,39.07666666666667,12.63
2.708439588546753,144.79777777777778,38.58777777777778,12.622222222222222
2.750930070877075,145.48111111111112,38.98444444444444,12.94
2.7937960624694824,145.6911111111111,38.11222222222222,12.604444444444445
2.8366541862487793,145.4711111111111,38.55444444444444,12.786666666666667
2.8801498413085938,145.86777777777777,39.21222222222222,13.074444444444444
2.922628879547119,144.88777777777779,38.65222222222222,12.672222222222222
2.9656574726104736,145.54,38.96111111111111,12.902222222222223
3.0101709365844727,144.2188888888889,38.81666666666667,12.676666666666666
3.054225206375122,145.32333333333332,38.94222222222222,12.846666666666666
3.102445602416992,145.27777777777777,35.56444444444445,10.98
3.14640474319458,144.89333333333335,36.34444444444444,11.172222222222222
3.1883769035339355,145.39444444444445,38.46,12.814444444444444
3.230731964111328,144.35,34.217777777777776,10.444444444444445
3.273045539855957,143.42,21.48,5.515555555555555
3.3147313594818115,141.70666666666668,21.52888888888889,5.516666666666667
3.3566343784332275,142.96333333333334,22.615555555555556,5.264444444444444
3.3998937606811523,162.15333333333334,30.65888888888889,9.877777777777778
3.441660165786743,160.45555555555555,28.59777777777778,7.607777777777778
3.484649896621704,155.51444444444445,39.25666666666667,16.983333333333334
3.528012990951538,142.62333333333333,52.681111111111115,33.21111111111111
3.571424961090088,144.77333333333334,28.806666666666665,13.185555555555556
3.614993095397949,141.15222222222224,27.074444444444445,14.22888888888889
3.656747817993164,138.25333333333333,15.502222222222223,4.567777777777778
3.7009670734405518,129.9911111111111,10.401111111111112,2.6044444444444443
3.745011806488037,122.72222222222223,22.351111111111113,10.24
3.7882227897644043,136.32888888888888,36.58777777777778,20.134444444444444
3.8312976360321045,146.42333333333335,144.09,118.58555555555556
3.8765792846679688,139.84,146.57555555555555,124.46222222222222
3.920011520385742,146.17222222222222,169.11555555555555,144.50222222222223
3.9634032249450684,166.47222222222223,212.11777777777777,180.13222222222223
4.006168603897095,161.49555555555557,211.07222222222222,179.17
4.0493974685668945,149.40222222222224,195.28,166.20222222222222
4.094297885894775,146.01333333333332,190.79555555555555,160.98555555555555
4.13738226890564,140.28,185.68333333333334,157.24333333333334
4.18021821975708,137.59,178.49666666666667,151.5077777777778
4.223207473754883,133.6611111111111,176.45,149.3488888888889
4.265509366989136,133.63111111111112,175.48555555555555,148.11333333333334
4.30778431892395,131.71,172.95111111111112,145.49333333333334
4.350741386413574,133.0311111111111,173.50222222222223,145.8322222222222
4.393494129180908,135.0522222222222,173.95444444444445,146.11555555555555
4.43634033203125,133.3411111111111,173.90222222222224,145.97555555555556
4.479267597198486,135.41222222222223,174.79222222222222,146.67222222222222
