red,green,blue,time
108.338,142.1324,138.5876,0.3635268211364746
106.376,139.7928,135.472,0.4530763626098633
110.948,134.102,133.1616,0.4589848518371582
100.4728,130.2748,128.9712,0.46570897102355957
95.9124,126.4952,124.6476,0.48072385787963867
96.6872,122.4344,124.1732,0.5157485008239746
87.584,120.2928,117.984,0.5475966930389404
83.1376,121.8236,115.0408,0.5837137699127197
90.728,117.6176,117.2368,0.6153500080108643
85.3504,119.8364,116.3348,0.6473309993743896
86.6552,119.6112,116.088,0.6833469867706299
88.664,121.3304,118.77,0.7153768539428711
86.4216,117.5268,115.7652,0.7473716735839844
80.6952,115.5168,111.3772,0.7834839820861816
93.2104,123.1692,120.5712,0.8154127597808838
91.466,114.1896,118.1812,0.847325325012207
79.9148,107.3292,107.0952,0.8836474418640137
84.4316,109.5072,109.442,0.9139220714569092
84.1984,115.8,114.4492,0.9476218223571777
83.9304,117.5488,115.7292,0.9840950965881348
89.668,113.9436,114.8444,1.0160808563232422
90.7752,115.276,118.1608,1.0474152565002441
81.6456,118.5188,115.8056,1.0835559368133545
81.632,109.7052,109.258,1.1153786182403564
84.0724,112.4876,112.2544,1.1474320888519287
80.1492,113.4668,112.162,1.1834115982055664
83.75,115.7884,114.388,1.2153592109680176
83.4344,113.0612,113.5952,1.2474305629730225
84.4512,117.2316,114.6064,1.2840464115142822
86.9164,109.6932,111.188,1.3154520988464355
80.1624,116.248,113.4184,1.3477647304534912
74.1076,108.9072,107.0952,1.3838880062103271
83.1676,115.4384,112.7568,1.4150042533874512
84.888,115.0856,115.1256,1.4459352493286133
75.6564,111.0204,108.5496,1.4835634231567383
84.1044,113.2356,112.6092,1.5162334442138672
84.1684,109.394,112.9968,1.5477993488311768
85.084,113.8284,115.3444,1.5834157466888428
76.1556,102.806,103.696,1.6156339645385742
78.082,109.0292,110.4832,1.6475651264190674
77.9808,110.6984,110.2064,1.6833395957946777
84.7608,114.662,113.7312,1.715456247329712
79.808,105.762,111.5656,1.747368574142456
78.4928,108.8804,110.0996,1.783271074295044
80.6564,109.2412,110.0356,1.8153440952301025
79.488,110.088,111.0124,1.8474178314208984
77.146,107.978,109.3512,1.883345127105713
79.7308,104.032,108.0588,1.9153900146484375
81.0992,110.7472,111.4972,1.9474208354949951
78.9852,110.5864,111.4164,1.9834582805633545
78.916,105.806,107.2152,2.015437364578247
88.8192,104.9576,113.968,2.0473732948303223
80.4004,108.3848,112.478,2.0833611488342285
72.4924,95.5492,101.1172,2.1153573989868164
82.6952,106.3184,111.7552,2.1474075317382812
74.4048,109.0348,109.794,2.1833531856536865
77.4996,108.4436,110.2292,2.2153916358947754
83.3648,108.8516,114.346,2.247419595718384
80.676,110.5752,111.8828,2.283435821533203
74.0804,104.8664,105.6024,2.315387725830078
85.4156,106.0256,114.1096,2.34743070602417
76.698,107.2548,109.7564,2.383413314819336
74.9436,109.8528,108.3468,2.415414333343506
80.2204,104.3068,110.6576,2.447385549545288
72.3908,107.3336,107.8272,2.4834580421447754
72.114,104.0768,104.0104,2.515449047088623
78.3612,99.0256,107.1252,2.54744815826416
71.8508,102.0884,105.6076,2.579416275024414
73.6004,105.9548,107.2284,2.6153688430786133
75.1644,99.678,103.8512,2.6473777294158936
75.4756,107.0372,109.1752,2.6794426441192627
67.1664,97.1036,99.1232,2.715474843978882
78.2684,100.9816,108.4808,2.7473630905151367
78.8208,106.7044,111.8172,2.779388189315796
74.9384,106.1036,108.7444,2.815406322479248
79.7488,105.9876,110.364,2.847414255142212
78.1732,105.45,111.7936,2.8833963871002197
69.3916,103.9316,104.74,2.9153635501861572
76.2332,105.512,109.364,2.9474027156829834
72.304,104.4604,107.9532,2.983339309692383
65.8776,96.8776,99.6332,3.015373945236206
73.5804,101.4888,108.8652,3.047969102859497
71.8356,101.6096,107.0612,3.0833802223205566
69.126,106.338,106.1404,3.1153886318206787
76.9988,103.7872,109.5116,3.147345542907715
71.3908,105.2356,108.6604,3.1833789348602295
70.5384,105.064,107.284,3.2159900665283203
76.02,102.3012,108.2596,3.247849464416504
69.0476,103.3088,107.5852,3.2839443683624268
65.8272,102.3012,104.3488,3.3153650760650635
71.7624,104.5396,106.5228,3.3473644256591797
