red,green,blue,time
116.7596,159.6496,141.5464,0.40053462982177734
115.9016,149.7036,135.0756,0.49306440353393555
107.8748,145.8672,133.0956,0.4993429183959961
102.3016,138.2408,126.846,0.5039389133453369
105.53,147.5492,133.426,0.5128874778747559
96.296,138.7424,124.2304,0.547619104385376
96.0808,130.4532,118.8728,0.5803942680358887
95.3788,137.0256,121.9684,0.6163680553436279
98.1196,133.0752,121.0276,0.648625373840332
93.8932,134.6596,119.5116,0.6803946495056152
96.3028,134.8076,121.0372,0.7163505554199219
99.9392,133.2384,121.9008,0.7483587265014648
91.1124,126.5364,114.8524,0.7803590297698975
97.9228,137.8476,123.1236,0.816352367401123
84.7612,126.0336,111.6628,0.848353385925293
94.7888,131.8668,118.7496,0.8843715190887451
91.1604,134.4244,118.9752,0.9163658618927002
92.7248,133.5716,118.9712,0.9477138519287109
95.0832,137.0968,121.9624,0.9844284057617188
90.9328,127.6832,115.3712,1.0166652202606201
98.5508,138.5088,123.2124,1.0485553741455078
92.6936,129.3692,115.3312,1.084502935409546
86.0104,123.1912,110.21,1.1163859367370605
91.2316,133.3608,117.8544,1.1484596729278564
92.2248,127.7452,115.1912,1.1844534873962402
89.3424,127.0284,113.842,1.216437578201294
94.328,129.506,118.2188,1.248403787612915
89.4692,129.5092,115.3004,1.284426212310791
86.744,123.0612,110.6032,1.3164265155792236
94.3484,133.9112,119.9372,1.3484523296356201
88.6644,125.0684,112.9924,1.38435959815979
96.5724,139.164,123.762,1.4164385795593262
90.8524,135.3896,119.1568,1.4484598636627197
94.308,126.0612,116.2028,1.4820363521575928
88.4924,128.2764,114.3144,1.516442060470581
88.5964,123.6832,112.2668,1.5484204292297363
91.0012,128.86,116.6608,1.580453634262085
86.3736,124.4928,111.9276,1.6164195537567139
90.7224,131.1476,117.22,1.6483676433563232
94.0868,134.6952,120.2784,1.6804182529449463
91.5516,129.3408,116.684,1.7163763046264648
87.932,129.7984,115.1216,1.7484581470489502
91.4548,128.62,115.9228,1.7804498672485352
85.9588,124.4364,111.6764,1.8163416385650635
92.052,131.1592,118.1104,1.848388671875
90.8948,133.594,118.4752,1.8804092407226562
87.9532,126.8664,113.7092,1.9164152145385742
91.5432,130.72,117.8288,1.9483537673950195
85.104,127.6408,112.3232,1.9804105758666992
88.8488,122.6656,112.732,2.0163443088531494
90.408,134.9116,119.1072,2.048264980316162
91.4324,133.5108,118.6076,2.080355405807495
86.9208,130.1644,114.72,2.116459608078003
96.7076,137.694,123.328,2.14839768409729
91.3448,133.106,118.3404,2.184368133544922
85.364,125.1324,112.2316,2.2163360118865967
92.5248,130.2736,117.632,2.2483997344970703
84.1664,122.444,110.4048,2.2843501567840576
89.988,122.1908,112.0556,2.316401243209839
86.3996,127.8588,113.794,2.348428249359131
92.4328,126.44,116.2972,2.3844854831695557
89.9224,133.102,117.9004,2.416503667831421
86.9012,128.9676,115.2372,2.4484126567840576
93.06,132.1264,118.894,2.484384775161743
88.8436,127.286,113.9836,2.5164685249328613
90.2404,124.0376,113.942,2.548438549041748
85.6896,127.872,113.3068,2.580434799194336
86.856,126.3308,113.1536,2.6163673400878906
88.5424,129.5876,115.9468,2.648430585861206
86.8048,127.9668,113.2756,2.680396556854248
89.15,132.3036,117.0036,2.716479539871216
88.412,127.4676,114.3044,2.7484631538391113
94.73,130.6512,119.142,2.780435562133789
87.516,130.9456,115.5368,2.816490411758423
92.5668,129.5132,117.8472,2.8483879566192627
85.4548,128.4352,114.286,2.8804898262023926
84.0928,117.9024,108.0424,2.9164254665374756
88.0484,130.8424,116.342,2.9484336376190186
85.3192,122.838,111.79,2.980501651763916
90.936,133.7432,118.7872,3.0164430141448975
87.0876,126.6816,113.758,3.048438310623169
88.6168,125.4976,114.5548,3.080401659011841
82.4276,123.326,110.4376,3.1164708137512207
87.6124,119.026,111.4152,3.148416042327881
79.5408,117.9328,106.0004,3.1805005073547363
91.6844,133.4408,119.5372,3.2163660526275635
92.712,130.588,118.5684,3.248417854309082
87.5576,126.4936,114.222,3.28044056892395
92.648,128.39,117.6172,3.3164432048797607
86.2576,125.3772,113.3408,3.3484179973602295
92.6696,134.1908,120.2204,3.3804593086242676
82.244,125.696,111.5688,3.416461944580078
89.6276,127.7948,116.0296,3.4484641551971436
88.6248,131.2724,117.4824,3.4804165363311768
83.7992,124.774,111.5312,3.516470432281494
84.7252,119.1784,109.1388,3.548398494720459
86.08,127.2776,114.0156,3.5804359912872314
87.2464,128.0652,114.7692,3.616453170776367
88.8808,128.8172,116.1696,3.6483638286590576
88.574,124.8276,114.402,3.6804723739624023
86.8328,125.8176,113.6984,3.716426134109497
90.982,128.7872,117.4792,3.7484476566314697
89.4616,131.7948,118.6108,3.7804813385009766
87.4028,119.8124,112.1508,3.816429615020752
82.9972,123.7168,110.732,3.848337173461914
80.9412,123.9696,110.6416,3.8804149627685547
94.8332,129.9312,119.4988,3.9164087772369385
85.6504,126.3356,112.9536,3.9484145641326904
90.5528,132.696,119.278,3.980452060699463
87.1936,130.822,116.944,4.016347169876099
81.756,116.9752,106.9252,4.048447847366333
85.7388,126.1464,113.5656,4.080466032028198
89.2004,127.9064,116.342,4.116335868835449
90.482,133.2872,119.086,4.148382902145386
77.8356,113.4156,103.5092,4.180444955825806
90.686,125.2424,115.5372,4.216421604156494
82.172,121.1104,109.6112,4.248411178588867
86.6112,124.3844,112.272,4.280418872833252
86.1128,123.656,112.9456,4.316394329071045
78.9688,116.0728,105.316,4.348462820053101
92.4364,124.7268,116.178,4.380466461181641
88.3492,121.5512,113.04,4.416427850723267
99.834,128.8128,121.8104,4.4484710693359375
86.206,125.1484,113.0256,4.48047399520874
92.6612,123.2844,115.6824,4.516386032104492
83.6088,125.3764,112.2236,4.548430442810059
86.5416,115.626,109.4648,4.580472946166992
85.212,123.6904,112.3092,4.616403818130493
86.6128,124.222,112.9736,4.648469924926758
